afsc,tier,CIP_Code,submitDate,submittedBy,tierOrder
13S,P,46.0399,08NOV2018:00:00:00,1234567891A,3
13S,P,46.0401,08NOV2018:00:00:00,1234567891A,3
13S,P,46.0402,08NOV2018:00:00:00,1234567891A,3
13S,P,46.0403,08NOV2018:00:00:00,1234567891A,3
13S,P,46.0404,08NOV2018:00:00:00,1234567891A,3
13S,P,46.0406,08NOV2018:00:00:00,1234567891A,3
13S,P,46.0408,08NOV2018:00:00:00,1234567891A,3
13S,P,46.041,08NOV2018:00:00:00,1234567891A,3
13S,P,46.0411,08NOV2018:00:00:00,1234567891A,3
13S,P,46.0412,08NOV2018:00:00:00,1234567891A,3
13S,P,46.0413,08NOV2018:00:00:00,1234567891A,3
13S,P,46.0414,08NOV2018:00:00:00,1234567891A,3
13S,P,46.0415,08NOV2018:00:00:00,1234567891A,3
13S,P,46.0499,08NOV2018:00:00:00,1234567891A,3
13S,P,46.0502,08NOV2018:00:00:00,1234567891A,3
13S,P,46.0503,08NOV2018:00:00:00,1234567891A,3
13S,P,46.0504,08NOV2018:00:00:00,1234567891A,3
13S,P,46.0505,08NOV2018:00:00:00,1234567891A,3
13S,P,46.0599,08NOV2018:00:00:00,1234567891A,3
13S,P,46.9999,08NOV2018:00:00:00,1234567891A,3
13S,P,47,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0101,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0102,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0103,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0104,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0105,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0106,08NOV2018:00:00:00,1234567891A,3
13S,P,47.011,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0199,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0201,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0302,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0303,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0399,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0402,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0403,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0404,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0408,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0409,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0499,08NOV2018:00:00:00,1234567891A,3
13S,P,47.06,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0603,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0604,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0605,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0606,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0607,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0608,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0609,08NOV2018:00:00:00,1234567891A,3
13S,P,47.061,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0611,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0612,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0613,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0614,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0615,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0616,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0617,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0618,08NOV2018:00:00:00,1234567891A,3
13S,P,47.0699,08NOV2018:00:00:00,1234567891A,3
13S,P,47.9999,08NOV2018:00:00:00,1234567891A,3
13S,P,48,08NOV2018:00:00:00,1234567891A,3
13S,P,48.0303,08NOV2018:00:00:00,1234567891A,3
13S,P,48.0304,08NOV2018:00:00:00,1234567891A,3
13S,P,48.0399,08NOV2018:00:00:00,1234567891A,3
13S,P,48.0501,08NOV2018:00:00:00,1234567891A,3
13S,P,48.0503,08NOV2018:00:00:00,1234567891A,3
13S,P,48.0506,08NOV2018:00:00:00,1234567891A,3
13S,P,48.0507,08NOV2018:00:00:00,1234567891A,3
13S,P,48.0508,08NOV2018:00:00:00,1234567891A,3
13S,P,48.0509,08NOV2018:00:00:00,1234567891A,3
13S,P,48.051,08NOV2018:00:00:00,1234567891A,3
13S,P,48.0511,08NOV2018:00:00:00,1234567891A,3
13S,P,48.0599,08NOV2018:00:00:00,1234567891A,3
13S,P,48.0701,08NOV2018:00:00:00,1234567891A,3
13S,P,48.0702,08NOV2018:00:00:00,1234567891A,3
13S,P,48.0703,08NOV2018:00:00:00,1234567891A,3
13S,P,48.0799,08NOV2018:00:00:00,1234567891A,3
13S,P,48.0801,08NOV2018:00:00:00,1234567891A,3
13S,P,48.9999,08NOV2018:00:00:00,1234567891A,3
13S,P,49.0101,08NOV2018:00:00:00,1234567891A,3
13S,P,49.0102,08NOV2018:00:00:00,1234567891A,3
13S,P,49.0104,08NOV2018:00:00:00,1234567891A,3
13S,P,49.0105,08NOV2018:00:00:00,1234567891A,3
13S,P,49.0106,08NOV2018:00:00:00,1234567891A,3
13S,P,49.0108,08NOV2018:00:00:00,1234567891A,3
13S,P,49.0199,08NOV2018:00:00:00,1234567891A,3
13S,P,49.0202,08NOV2018:00:00:00,1234567891A,3
13S,P,49.0205,08NOV2018:00:00:00,1234567891A,3
13S,P,49.0206,08NOV2018:00:00:00,1234567891A,3
13S,P,49.0207,08NOV2018:00:00:00,1234567891A,3
13S,P,49.0208,08NOV2018:00:00:00,1234567891A,3
13S,P,49.0299,08NOV2018:00:00:00,1234567891A,3
13S,P,49.0303,08NOV2018:00:00:00,1234567891A,3
13S,P,49.0304,08NOV2018:00:00:00,1234567891A,3
13S,P,49.0309,08NOV2018:00:00:00,1234567891A,3
13S,P,49.0399,08NOV2018:00:00:00,1234567891A,3
13S,P,49.9999,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0101,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0102,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0201,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0301,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0302,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0399,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0401,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0402,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0404,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0406,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0407,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0408,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0409,08NOV2018:00:00:00,1234567891A,3
13S,P,50.041,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0411,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0499,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0501,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0502,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0504,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0505,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0506,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0507,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0508,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0509,08NOV2018:00:00:00,1234567891A,3
13S,P,50.051,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0599,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0601,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0602,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0605,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0607,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0699,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0701,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0702,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0703,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0704,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0705,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0706,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0708,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0709,08NOV2018:00:00:00,1234567891A,3
13S,P,50.071,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0711,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0712,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0713,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0799,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0901,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0902,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0903,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0904,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0905,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0906,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0907,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0908,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0909,08NOV2018:00:00:00,1234567891A,3
13S,P,50.091,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0911,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0912,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0913,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0914,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0915,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0916,08NOV2018:00:00:00,1234567891A,3
13S,P,50.0999,08NOV2018:00:00:00,1234567891A,3
13S,P,50.1001,08NOV2018:00:00:00,1234567891A,3
13S,P,50.1002,08NOV2018:00:00:00,1234567891A,3
13S,P,50.1003,08NOV2018:00:00:00,1234567891A,3
13S,P,50.1004,08NOV2018:00:00:00,1234567891A,3
13S,P,50.1099,08NOV2018:00:00:00,1234567891A,3
13S,P,50.9999,08NOV2018:00:00:00,1234567891A,3
13S,P,51,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0001,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0101,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0201,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0202,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0203,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0204,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0299,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0401,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0501,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0502,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0503,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0504,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0505,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0506,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0507,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0508,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0509,08NOV2018:00:00:00,1234567891A,3
13S,P,51.051,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0511,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0599,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0601,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0602,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0603,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0699,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0701,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0702,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0703,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0704,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0705,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0706,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0707,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0708,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0709,08NOV2018:00:00:00,1234567891A,3
13S,P,51.071,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0711,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0712,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0713,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0714,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0715,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0716,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0717,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0718,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0719,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0799,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0801,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0802,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0803,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0805,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0806,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0808,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0809,08NOV2018:00:00:00,1234567891A,3
13S,P,51.081,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0811,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0812,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0813,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0814,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0815,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0816,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0899,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0901,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0902,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0903,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0904,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0905,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0906,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0907,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0908,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0909,08NOV2018:00:00:00,1234567891A,3
13S,P,51.091,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0911,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0912,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0913,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0914,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0915,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0916,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0917,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0918,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0919,08NOV2018:00:00:00,1234567891A,3
13S,P,51.092,08NOV2018:00:00:00,1234567891A,3
13S,P,51.0999,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1001,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1002,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1003,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1004,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1005,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1006,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1007,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1008,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1009,08NOV2018:00:00:00,1234567891A,3
13S,P,51.101,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1011,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1012,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1099,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1101,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1102,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1103,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1104,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1105,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1106,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1107,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1108,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1109,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1199,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1201,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1401,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1501,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1502,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1503,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1504,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1505,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1506,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1507,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1508,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1509,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1599,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1601,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1602,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1603,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1604,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1605,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1606,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1607,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1608,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1609,08NOV2018:00:00:00,1234567891A,3
13S,P,51.161,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1611,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1612,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1613,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1614,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1616,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1617,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1618,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1699,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1701,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1801,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1802,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1803,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1804,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1899,08NOV2018:00:00:00,1234567891A,3
13S,P,51.1901,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2001,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2002,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2003,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2004,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2005,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2006,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2007,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2008,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2009,08NOV2018:00:00:00,1234567891A,3
13S,P,51.201,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2011,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2099,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2101,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2201,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2202,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2205,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2206,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2207,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2208,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2209,08NOV2018:00:00:00,1234567891A,3
13S,P,51.221,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2211,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2212,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2299,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2301,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2302,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2305,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2306,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2307,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2308,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2309,08NOV2018:00:00:00,1234567891A,3
13S,P,51.231,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2311,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2312,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2313,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2314,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2399,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2401,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2501,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2502,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2503,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2504,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2505,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2506,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2507,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2508,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2509,08NOV2018:00:00:00,1234567891A,3
13S,P,51.251,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2511,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2599,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2601,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2602,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2603,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2604,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2699,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2703,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2706,08NOV2018:00:00:00,1234567891A,3
13S,P,51.2799,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3101,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3102,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3103,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3104,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3199,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3201,08NOV2018:00:00:00,1234567891A,3
13S,P,51.33,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3301,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3302,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3303,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3304,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3305,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3306,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3399,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3401,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3499,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3501,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3502,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3503,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3599,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3601,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3602,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3603,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3699,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3701,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3702,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3703,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3704,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3799,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3801,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3802,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3803,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3804,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3805,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3806,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3807,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3808,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3809,08NOV2018:00:00:00,1234567891A,3
13S,P,51.381,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3811,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3812,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3813,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3814,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3815,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3816,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3817,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3818,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3819,08NOV2018:00:00:00,1234567891A,3
13S,P,51.382,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3821,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3822,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3899,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3901,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3902,08NOV2018:00:00:00,1234567891A,3
13S,P,51.3999,08NOV2018:00:00:00,1234567891A,3
13S,P,51.9999,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0101,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0201,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0202,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0203,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0204,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0205,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0206,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0207,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0208,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0209,08NOV2018:00:00:00,1234567891A,3
13S,P,52.021,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0211,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0212,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0213,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0299,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0301,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0302,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0303,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0304,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0305,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0399,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0401,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0402,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0406,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0407,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0408,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0409,08NOV2018:00:00:00,1234567891A,3
13S,P,52.041,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0411,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0499,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0501,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0601,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0701,08NOV2018:00:00:00,1234567891A,3
13S,P,52.0702,08NOV2018:00:00:00,1234567891A,3
