afsc,tier,CIP_Code,submitDate,submittedBy,tierOrder
21R,P,60.0271,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0299,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0301,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0302,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0303,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0304,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0305,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0306,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0307,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0308,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0309,08NOV2018:00:00:00,1234567891A,3
21R,P,60.031,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0311,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0312,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0313,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0314,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0315,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0316,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0317,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0318,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0319,08NOV2018:00:00:00,1234567891A,3
21R,P,60.032,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0399,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0401,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0402,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0403,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0404,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0405,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0406,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0407,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0408,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0409,08NOV2018:00:00:00,1234567891A,3
21R,P,60.041,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0411,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0412,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0413,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0414,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0415,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0416,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0417,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0418,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0419,08NOV2018:00:00:00,1234567891A,3
21R,P,60.042,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0421,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0422,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0423,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0424,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0425,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0426,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0427,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0428,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0429,08NOV2018:00:00:00,1234567891A,3
21R,P,60.043,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0431,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0432,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0433,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0434,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0499,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0501,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0502,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0503,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0504,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0505,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0506,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0507,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0508,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0509,08NOV2018:00:00:00,1234567891A,3
21R,P,60.051,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0511,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0512,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0513,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0514,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0515,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0516,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0517,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0518,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0519,08NOV2018:00:00:00,1234567891A,3
21R,P,60.052,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0521,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0522,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0523,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0524,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0525,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0526,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0527,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0528,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0529,08NOV2018:00:00:00,1234567891A,3
21R,P,60.053,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0531,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0532,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0533,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0534,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0535,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0536,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0537,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0538,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0539,08NOV2018:00:00:00,1234567891A,3
21R,P,60.054,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0541,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0542,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0543,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0544,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0545,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0546,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0547,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0548,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0549,08NOV2018:00:00:00,1234567891A,3
21R,P,60.055,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0551,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0552,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0553,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0554,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0555,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0556,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0557,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0558,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0559,08NOV2018:00:00:00,1234567891A,3
21R,P,60.056,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0561,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0562,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0563,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0564,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0565,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0566,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0567,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0568,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0569,08NOV2018:00:00:00,1234567891A,3
21R,P,60.057,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0571,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0572,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0573,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0574,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0575,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0576,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0577,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0578,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0579,08NOV2018:00:00:00,1234567891A,3
21R,P,60.058,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0581,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0582,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0583,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0584,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0599,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0601,08NOV2018:00:00:00,1234567891A,3
21R,P,60.0602,08NOV2018:00:00:00,1234567891A,3
31P,D,22,08NOV2018:00:00:00,1234567891A,2
31P,D,22.0001,08NOV2018:00:00:00,1234567891A,2
31P,D,22.9999,08NOV2018:00:00:00,1234567891A,2
31P,D,43.0102,08NOV2018:00:00:00,1234567891A,2
31P,D,43.0103,08NOV2018:00:00:00,1234567891A,2
31P,D,43.0104,08NOV2018:00:00:00,1234567891A,2
31P,D,43.0107,08NOV2018:00:00:00,1234567891A,2
31P,D,43.0111,08NOV2018:00:00:00,1234567891A,2
31P,D,43.0112,08NOV2018:00:00:00,1234567891A,2
31P,D,43.0113,08NOV2018:00:00:00,1234567891A,2
31P,D,43.0114,08NOV2018:00:00:00,1234567891A,2
31P,D,43.0118,08NOV2018:00:00:00,1234567891A,2
31P,D,43.0119,08NOV2018:00:00:00,1234567891A,2
31P,D,43.012,08NOV2018:00:00:00,1234567891A,2
31P,D,43.0199,08NOV2018:00:00:00,1234567891A,2
31P,D,43.0301,08NOV2018:00:00:00,1234567891A,2
31P,D,43.0302,08NOV2018:00:00:00,1234567891A,2
31P,D,43.0303,08NOV2018:00:00:00,1234567891A,2
31P,D,43.0304,08NOV2018:00:00:00,1234567891A,2
31P,D,43.9999,08NOV2018:00:00:00,1234567891A,2
31P,D,45.0401,08NOV2018:00:00:00,1234567891A,2
31P,D,45.0902,08NOV2018:00:00:00,1234567891A,2
31P,D,45.1101,08NOV2018:00:00:00,1234567891A,2
31P,P,1,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0101,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0102,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0103,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0104,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0105,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0106,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0199,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0201,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0204,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0205,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0299,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0301,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0302,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0303,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0304,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0306,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0307,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0308,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0309,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0399,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0401,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0504,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0505,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0507,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0508,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0599,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0601,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0603,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0604,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0605,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0606,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0607,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0608,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0699,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0701,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0801,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0802,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0899,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0901,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0902,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0903,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0904,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0905,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0906,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0907,08NOV2018:00:00:00,1234567891A,3
31P,P,1.0999,08NOV2018:00:00:00,1234567891A,3
31P,P,1.1001,08NOV2018:00:00:00,1234567891A,3
31P,P,1.1002,08NOV2018:00:00:00,1234567891A,3
31P,P,1.1099,08NOV2018:00:00:00,1234567891A,3
31P,P,1.1101,08NOV2018:00:00:00,1234567891A,3
31P,P,1.1102,08NOV2018:00:00:00,1234567891A,3
31P,P,1.1103,08NOV2018:00:00:00,1234567891A,3
31P,P,1.1104,08NOV2018:00:00:00,1234567891A,3
31P,P,1.1105,08NOV2018:00:00:00,1234567891A,3
31P,P,1.1106,08NOV2018:00:00:00,1234567891A,3
31P,P,1.1199,08NOV2018:00:00:00,1234567891A,3
31P,P,1.1201,08NOV2018:00:00:00,1234567891A,3
31P,P,1.1202,08NOV2018:00:00:00,1234567891A,3
31P,P,1.1203,08NOV2018:00:00:00,1234567891A,3
31P,P,1.1299,08NOV2018:00:00:00,1234567891A,3
31P,P,1.9999,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0101,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0103,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0104,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0199,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0201,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0204,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0205,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0206,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0207,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0208,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0299,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0301,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0501,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0502,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0506,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0508,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0509,08NOV2018:00:00:00,1234567891A,3
31P,P,3.051,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0511,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0599,08NOV2018:00:00:00,1234567891A,3
31P,P,3.0601,08NOV2018:00:00:00,1234567891A,3
31P,P,3.9999,08NOV2018:00:00:00,1234567891A,3
31P,P,4.0201,08NOV2018:00:00:00,1234567891A,3
31P,P,4.0301,08NOV2018:00:00:00,1234567891A,3
31P,P,4.0401,08NOV2018:00:00:00,1234567891A,3
31P,P,4.0501,08NOV2018:00:00:00,1234567891A,3
31P,P,4.0601,08NOV2018:00:00:00,1234567891A,3
31P,P,4.0801,08NOV2018:00:00:00,1234567891A,3
31P,P,4.0901,08NOV2018:00:00:00,1234567891A,3
31P,P,4.0902,08NOV2018:00:00:00,1234567891A,3
31P,P,4.0999,08NOV2018:00:00:00,1234567891A,3
31P,P,4.1001,08NOV2018:00:00:00,1234567891A,3
31P,P,4.9999,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0101,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0102,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0103,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0104,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0105,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0106,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0107,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0108,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0109,08NOV2018:00:00:00,1234567891A,3
31P,P,5.011,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0111,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0112,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0113,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0114,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0115,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0116,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0117,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0118,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0119,08NOV2018:00:00:00,1234567891A,3
31P,P,5.012,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0121,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0122,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0123,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0124,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0125,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0126,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0127,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0128,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0129,08NOV2018:00:00:00,1234567891A,3
31P,P,5.013,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0131,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0132,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0133,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0134,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0199,08NOV2018:00:00:00,1234567891A,3
31P,P,5.02,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0201,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0202,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0203,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0206,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0207,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0208,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0209,08NOV2018:00:00:00,1234567891A,3
31P,P,5.021,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0211,08NOV2018:00:00:00,1234567891A,3
31P,P,5.0299,08NOV2018:00:00:00,1234567891A,3
31P,P,5.9999,08NOV2018:00:00:00,1234567891A,3
31P,P,9.01,08NOV2018:00:00:00,1234567891A,3
31P,P,9.0101,08NOV2018:00:00:00,1234567891A,3
31P,P,9.0102,08NOV2018:00:00:00,1234567891A,3
31P,P,9.0199,08NOV2018:00:00:00,1234567891A,3
31P,P,9.0401,08NOV2018:00:00:00,1234567891A,3
31P,P,9.0402,08NOV2018:00:00:00,1234567891A,3
31P,P,9.0404,08NOV2018:00:00:00,1234567891A,3
31P,P,9.0499,08NOV2018:00:00:00,1234567891A,3
31P,P,9.0701,08NOV2018:00:00:00,1234567891A,3
31P,P,9.0702,08NOV2018:00:00:00,1234567891A,3
31P,P,9.0799,08NOV2018:00:00:00,1234567891A,3
31P,P,9.09,08NOV2018:00:00:00,1234567891A,3
31P,P,9.0901,08NOV2018:00:00:00,1234567891A,3
31P,P,9.0902,08NOV2018:00:00:00,1234567891A,3
31P,P,9.0903,08NOV2018:00:00:00,1234567891A,3
31P,P,9.0904,08NOV2018:00:00:00,1234567891A,3
31P,P,9.0905,08NOV2018:00:00:00,1234567891A,3
31P,P,9.0906,08NOV2018:00:00:00,1234567891A,3
31P,P,9.0907,08NOV2018:00:00:00,1234567891A,3
31P,P,9.0908,08NOV2018:00:00:00,1234567891A,3
31P,P,9.0999,08NOV2018:00:00:00,1234567891A,3
31P,P,9.1001,08NOV2018:00:00:00,1234567891A,3
31P,P,9.9999,08NOV2018:00:00:00,1234567891A,3
31P,P,10.0105,08NOV2018:00:00:00,1234567891A,3
31P,P,10.0201,08NOV2018:00:00:00,1234567891A,3
31P,P,10.0202,08NOV2018:00:00:00,1234567891A,3
31P,P,10.0203,08NOV2018:00:00:00,1234567891A,3
31P,P,10.0299,08NOV2018:00:00:00,1234567891A,3
31P,P,10.0301,08NOV2018:00:00:00,1234567891A,3
31P,P,10.0302,08NOV2018:00:00:00,1234567891A,3
31P,P,10.0303,08NOV2018:00:00:00,1234567891A,3
31P,P,10.0304,08NOV2018:00:00:00,1234567891A,3
31P,P,10.0305,08NOV2018:00:00:00,1234567891A,3
31P,P,10.0306,08NOV2018:00:00:00,1234567891A,3
31P,P,10.0307,08NOV2018:00:00:00,1234567891A,3
31P,P,10.0308,08NOV2018:00:00:00,1234567891A,3
31P,P,10.0399,08NOV2018:00:00:00,1234567891A,3
31P,P,10.9999,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0101,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0102,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0103,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0104,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0199,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0201,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0202,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0203,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0299,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0301,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0401,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0501,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0601,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0602,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0699,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0701,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0801,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0802,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0803,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0804,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0899,08NOV2018:00:00:00,1234567891A,3
31P,P,11.0901,08NOV2018:00:00:00,1234567891A,3
31P,P,11.1001,08NOV2018:00:00:00,1234567891A,3
31P,P,11.1002,08NOV2018:00:00:00,1234567891A,3
31P,P,11.1003,08NOV2018:00:00:00,1234567891A,3
31P,P,11.1004,08NOV2018:00:00:00,1234567891A,3
31P,P,11.1005,08NOV2018:00:00:00,1234567891A,3
31P,P,11.1006,08NOV2018:00:00:00,1234567891A,3
31P,P,11.1099,08NOV2018:00:00:00,1234567891A,3
31P,P,11.9999,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0301,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0302,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0303,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0399,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0401,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0402,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0404,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0406,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0407,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0408,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0409,08NOV2018:00:00:00,1234567891A,3
31P,P,12.041,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0411,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0412,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0413,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0414,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0499,08NOV2018:00:00:00,1234567891A,3
31P,P,12.05,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0501,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0502,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0503,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0504,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0505,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0506,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0507,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0508,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0509,08NOV2018:00:00:00,1234567891A,3
31P,P,12.051,08NOV2018:00:00:00,1234567891A,3
31P,P,12.0599,08NOV2018:00:00:00,1234567891A,3
31P,P,12.9999,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0101,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0201,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0202,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0203,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0299,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0301,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0401,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0402,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0403,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0404,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0406,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0407,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0408,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0409,08NOV2018:00:00:00,1234567891A,3
31P,P,13.041,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0411,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0499,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0501,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0601,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0603,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0604,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0607,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0699,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0701,08NOV2018:00:00:00,1234567891A,3
31P,P,13.0901,08NOV2018:00:00:00,1234567891A,3
31P,P,13.1001,08NOV2018:00:00:00,1234567891A,3
31P,P,13.1003,08NOV2018:00:00:00,1234567891A,3
31P,P,13.1004,08NOV2018:00:00:00,1234567891A,3
31P,P,13.1005,08NOV2018:00:00:00,1234567891A,3
31P,P,13.1006,08NOV2018:00:00:00,1234567891A,3
31P,P,13.1007,08NOV2018:00:00:00,1234567891A,3
31P,P,13.1008,08NOV2018:00:00:00,1234567891A,3
31P,P,13.1009,08NOV2018:00:00:00,1234567891A,3
31P,P,13.1011,08NOV2018:00:00:00,1234567891A,3
31P,P,13.1012,08NOV2018:00:00:00,1234567891A,3
31P,P,13.1013,08NOV2018:00:00:00,1234567891A,3
31P,P,13.1014,08NOV2018:00:00:00,1234567891A,3
31P,P,13.1015,08NOV2018:00:00:00,1234567891A,3
31P,P,13.1016,08NOV2018:00:00:00,1234567891A,3
31P,P,13.1017,08NOV2018:00:00:00,1234567891A,3
31P,P,13.1018,08NOV2018:00:00:00,1234567891A,3
31P,P,13.1019,08NOV2018:00:00:00,1234567891A,3
31P,P,13.1099,08NOV2018:00:00:00,1234567891A,3
